TIME,DATA_VALUE,retrieved_at
20040924,4.04,2026-09-11
20040930,4.02,2026-09-11
20041001,3.99,2026-09-11
20041004,3.88,2026-09-11
20041005,3.87,2026-09-11
20041006,3.94,2026-09-11
20041007,4.14,2026-09-11
20041008,4.22,2026-09-11
20041011,4.18,2026-09-11
20041012,4.17,2026-09-11
20041013,4.15,2026-09-11
20041014,4.07,2026-09-11
20041015,4.06,2026-09-11
20041018,4.09,2026-09-11
20041019,4.1,2026-09-11
20041020,4.09,2026-09-11
20041021,4.07,2026-09-11
20041022,4.04,2026-09-11
20041025,4.02,2026-09-11
20041026,3.98,2026-09-11
20041027,3.98,2026-09-11
20041028,3.99,2026-09-11
20041029,3.95,2026-09-11
20041101,3.97,2026-09-11
20041102,4,2026-09-11
20041103,4.06,2026-09-11
20041104,4.04,2026-09-11
20041105,4.06,2026-09-11
20041108,3.99,2026-09-11
20041109,3.99,2026-09-11
20041110,4.07,2026-09-11
20041111,3.88,2026-09-11
20041112,3.89,2026-09-11
20041115,3.93,2026-09-11
20041116,3.91,2026-09-11
20041117,3.91,2026-09-11
20041118,3.97,2026-09-11
20041119,3.95,2026-09-11
20041122,3.96,2026-09-11
20041123,3.93,2026-09-11
20041124,3.93,2026-09-11
20041125,3.92,2026-09-11
20041126,3.91,2026-09-11
20041129,3.93,2026-09-11
20041130,3.93,2026-09-11
20041201,3.91,2026-09-11
20041202,3.92,2026-09-11
20041203,3.93,2026-09-11
20041206,3.9,2026-09-11
20041207,3.87,2026-09-11
20041208,3.88,2026-09-11
20041209,3.89,2026-09-11
20041210,3.91,2026-09-11
20041213,3.91,2026-09-11
20041214,3.86,2026-09-11
20041215,3.84,2026-09-11
20041216,3.82,2026-09-11
20041217,3.82,2026-09-11
20041220,3.83,2026-09-11
20041221,3.81,2026-09-11
20041222,3.81,2026-09-11
20041223,3.81,2026-09-11
20041224,3.81,2026-09-11
20041227,3.82,2026-09-11
20041228,3.83,2026-09-11
20041229,3.82,2026-09-11
20041230,3.82,2026-09-11
20041231,3.81,2026-09-11
20050103,3.93,2026-09-11
20050104,3.99,2026-09-11
20050105,4,2026-09-11
20050106,4.13,2026-09-11
20050107,4.13,2026-09-11
20050110,4.16,2026-09-11
20050111,4.31,2026-09-11
20050112,4.32,2026-09-11
20050113,4.38,2026-09-11
20050114,4.52,2026-09-11
20050117,4.63,2026-09-11
20050118,4.47,2026-09-11
20050119,4.44,2026-09-11
20050120,4.46,2026-09-11
20050121,4.68,2026-09-11
20050124,4.69,2026-09-11
20050125,4.67,2026-09-11
20050126,4.66,2026-09-11
20050127,4.63,2026-09-11
20050128,4.75,2026-09-11
20050131,4.85,2026-09-11
20050201,4.8,2026-09-11
20050202,4.8,2026-09-11
20050203,4.8,2026-09-11
20050204,4.87,2026-09-11
20050207,4.99,2026-09-11
20050211,5.11,2026-09-11
20050214,5.09,2026-09-11
20050215,4.97,2026-09-11
20050216,4.88,2026-09-11
20050217,4.92,2026-09-11
20050218,4.8,2026-09-11
20050221,4.85,2026-09-11
20050222,4.88,2026-09-11
20050223,4.86,2026-09-11
20050224,4.82,2026-09-11
20050225,4.78,2026-09-11
20050228,4.74,2026-09-11
20050302,4.79,2026-09-11
20050303,4.8,2026-09-11
20050304,4.87,2026-09-11
20050307,4.86,2026-09-11
20050308,4.82,2026-09-11
20050309,4.81,2026-09-11
20050310,4.76,2026-09-11
20050311,4.76,2026-09-11
20050314,4.73,2026-09-11
20050315,4.72,2026-09-11
20050316,4.7,2026-09-11
20050317,4.68,2026-09-11
20050318,4.65,2026-09-11
20050321,4.7,2026-09-11
20050322,4.69,2026-09-11
20050323,4.77,2026-09-11
20050324,4.86,2026-09-11
20050325,4.92,2026-09-11
20050328,4.89,2026-09-11
20050329,4.76,2026-09-11
20050330,4.72,2026-09-11
20050331,4.74,2026-09-11
20050401,4.72,2026-09-11
20050404,4.72,2026-09-11
20050406,4.72,2026-09-11
20050407,4.68,2026-09-11
20050408,4.66,2026-09-11
20050411,4.68,2026-09-11
20050412,4.73,2026-09-11
20050413,4.75,2026-09-11
20050414,4.74,2026-09-11
20050415,4.68,2026-09-11
20050418,4.7,2026-09-11
20050419,4.71,2026-09-11
20050420,4.67,2026-09-11
20050421,4.66,2026-09-11
20050422,4.67,2026-09-11
20050425,4.65,2026-09-11
20050426,4.65,2026-09-11
20050427,4.66,2026-09-11
20050428,4.65,2026-09-11
20050429,4.59,2026-09-11
20050502,4.57,2026-09-11
20050503,4.53,2026-09-11
20050504,4.53,2026-09-11
20050506,4.53,2026-09-11
20050509,4.54,2026-09-11
20050510,4.54,2026-09-11
20050511,4.54,2026-09-11
20050512,4.5,2026-09-11
20050513,4.44,2026-09-11
20050516,4.4,2026-09-11
20050517,4.4,2026-09-11
20050518,4.38,2026-09-11
20050519,4.35,2026-09-11
20050520,4.35,2026-09-11
20050523,4.37,2026-09-11
20050524,4.33,2026-09-11
20050525,4.31,2026-09-11
20050526,4.27,2026-09-11
20050527,4.33,2026-09-11
20050530,4.33,2026-09-11
20050531,4.31,2026-09-11
20050601,4.27,2026-09-11
20050602,4.23,2026-09-11
20050603,4.2,2026-09-11
20050607,4.21,2026-09-11
20050608,4.2,2026-09-11
20050609,4.2,2026-09-11
20050610,4.23,2026-09-11
20050613,4.4,2026-09-11
20050614,4.43,2026-09-11
20050615,4.58,2026-09-11
20050616,4.55,2026-09-11
20050617,4.55,2026-09-11
20050620,4.54,2026-09-11
20050621,4.56,2026-09-11
20050622,4.67,2026-09-11
20050623,4.67,2026-09-11
20050624,4.6,2026-09-11
20050627,4.54,2026-09-11
20050628,4.54,2026-09-11
20050629,4.64,2026-09-11
20050630,4.78,2026-09-11
20050701,4.72,2026-09-11
20050704,4.83,2026-09-11
20050705,4.8,2026-09-11
20050706,4.77,2026-09-11
20050707,4.77,2026-09-11
20050708,4.76,2026-09-11
20050711,4.8,2026-09-11
20050712,4.82,2026-09-11
20050713,4.93,2026-09-11
20050714,4.97,2026-09-11
20050715,4.99,2026-09-11
20050718,5,2026-09-11
20050719,5.04,2026-09-11
20050720,5.01,2026-09-11
20050721,4.92,2026-09-11
20050722,4.83,2026-09-11
20050725,4.84,2026-09-11
20050726,4.96,2026-09-11
20050727,4.97,2026-09-11
20050728,5.02,2026-09-11
20050729,5.02,2026-09-11
20050801,5.17,2026-09-11
20050802,5.11,2026-09-11
20050803,5.12,2026-09-11
20050804,5.12,2026-09-11
20050805,5.15,2026-09-11
20050808,5.16,2026-09-11
20050809,5.21,2026-09-11
20050810,5.13,2026-09-11
20050811,5.12,2026-09-11
20050812,5.08,2026-09-11
20050816,5.05,2026-09-11
20050817,5.05,2026-09-11
20050818,5.04,2026-09-11
20050819,4.99,2026-09-11
20050822,5.03,2026-09-11
20050823,5.15,2026-09-11
20050824,5.12,2026-09-11
20050825,5.13,2026-09-11
20050826,5.06,2026-09-11
20050829,5,2026-09-11
20050830,4.89,2026-09-11
20050831,4.83,2026-09-11
20050901,4.84,2026-09-11
20050902,4.82,2026-09-11
20050905,4.8,2026-09-11
20050906,4.86,2026-09-11
20050907,4.95,2026-09-11
20050908,5.14,2026-09-11
20050909,5.18,2026-09-11
20050912,5.12,2026-09-11
20050913,5.18,2026-09-11
20050914,5.18,2026-09-11
20050915,5.24,2026-09-11
20050916,5.33,2026-09-11
20050920,5.33,2026-09-11
20050921,5.29,2026-09-11
20050922,5.29,2026-09-11
20050923,5.35,2026-09-11
20050926,5.41,2026-09-11
20050927,5.37,2026-09-11
20050928,5.19,2026-09-11
20050929,5.14,2026-09-11
20050930,5.11,2026-09-11
20051004,5.32,2026-09-11
20051005,5.32,2026-09-11
20051006,5.22,2026-09-11
20051007,5.18,2026-09-11
20051010,5.22,2026-09-11
20051011,5.18,2026-09-11
20051012,5.21,2026-09-11
20051013,5.3,2026-09-11
20051014,5.35,2026-09-11
20051017,5.45,2026-09-11
20051018,5.45,2026-09-11
20051019,5.38,2026-09-11
20051020,5.37,2026-09-11
20051021,5.4,2026-09-11
20051024,5.45,2026-09-11
20051025,5.47,2026-09-11
20051026,5.48,2026-09-11
20051027,5.54,2026-09-11
20051028,5.5,2026-09-11
20051031,5.49,2026-09-11
20051101,5.46,2026-09-11
20051102,5.52,2026-09-11
20051103,5.59,2026-09-11
20051104,5.61,2026-09-11
20051107,5.64,2026-09-11
20051108,5.7,2026-09-11
20051109,5.69,2026-09-11
20051110,5.76,2026-09-11
20051111,5.78,2026-09-11
20051114,5.78,2026-09-11
20051115,5.85,2026-09-11
20051116,5.83,2026-09-11
20051117,5.79,2026-09-11
20051118,5.72,2026-09-11
20051121,5.76,2026-09-11
20051122,5.71,2026-09-11
20051123,5.67,2026-09-11
20051124,5.63,2026-09-11
20051125,5.63,2026-09-11
20051128,5.6,2026-09-11
20051129,5.63,2026-09-11
20051130,5.69,2026-09-11
20051201,5.73,2026-09-11
20051202,5.74,2026-09-11
20051205,5.84,2026-09-11
20051206,5.84,2026-09-11
20051207,5.81,2026-09-11
20051208,5.61,2026-09-11
20051209,5.51,2026-09-11
20051212,5.59,2026-09-11
20051213,5.56,2026-09-11
20051214,5.47,2026-09-11
20051215,5.49,2026-09-11
20051216,5.51,2026-09-11
20051219,5.46,2026-09-11
20051220,5.47,2026-09-11
20051221,5.51,2026-09-11
20051222,5.53,2026-09-11
20051223,5.57,2026-09-11
20051226,5.57,2026-09-11
20051227,5.59,2026-09-11
20051228,5.54,2026-09-11
20051229,5.62,2026-09-11
20051230,5.62,2026-09-11
20060102,5.72,2026-09-11
20060103,5.68,2026-09-11
20060104,5.62,2026-09-11
20060105,5.71,2026-09-11
20060106,5.7,2026-09-11
20060109,5.66,2026-09-11
20060110,5.69,2026-09-11
20060111,5.67,2026-09-11
20060112,5.57,2026-09-11
20060113,5.54,2026-09-11
20060116,5.59,2026-09-11
20060117,5.58,2026-09-11
20060118,5.51,2026-09-11
20060119,5.52,2026-09-11
20060120,5.51,2026-09-11
20060123,5.5,2026-09-11
20060124,5.54,2026-09-11
20060125,5.49,2026-09-11
20060126,5.45,2026-09-11
20060127,5.45,2026-09-11
20060131,5.44,2026-09-11
20060201,5.38,2026-09-11
20060202,5.39,2026-09-11
20060203,5.43,2026-09-11
20060206,5.4,2026-09-11
20060207,5.42,2026-09-11
20060208,5.42,2026-09-11
20060209,5.28,2026-09-11
20060210,5.27,2026-09-11
20060213,5.29,2026-09-11
20060214,5.24,2026-09-11
20060215,5.2,2026-09-11
20060216,5.21,2026-09-11
20060217,5.23,2026-09-11
20060220,5.23,2026-09-11
20060221,5.21,2026-09-11
20060222,5.19,2026-09-11
20060223,5.19,2026-09-11
20060224,5.18,2026-09-11
20060227,5.22,2026-09-11
20060228,5.25,2026-09-11
20060302,5.3,2026-09-11
20060303,5.33,2026-09-11
20060306,5.41,2026-09-11
20060307,5.5,2026-09-11
20060308,5.46,2026-09-11
20060309,5.38,2026-09-11
20060310,5.31,2026-09-11
20060313,5.4,2026-09-11
20060314,5.38,2026-09-11
20060315,5.37,2026-09-11
20060316,5.43,2026-09-11
20060317,5.42,2026-09-11
20060320,5.46,2026-09-11
20060321,5.47,2026-09-11
20060322,5.47,2026-09-11
20060323,5.47,2026-09-11
20060324,5.49,2026-09-11
20060327,5.49,2026-09-11
20060328,5.44,2026-09-11
20060329,5.41,2026-09-11
20060330,5.41,2026-09-11
20060331,5.44,2026-09-11
20060403,5.49,2026-09-11
20060404,5.51,2026-09-11
20060405,5.49,2026-09-11
20060406,5.46,2026-09-11
20060407,5.42,2026-09-11
20060410,5.48,2026-09-11
20060411,5.48,2026-09-11
20060412,5.5,2026-09-11
20060413,5.54,2026-09-11
20060414,5.58,2026-09-11
20060417,5.56,2026-09-11
20060418,5.54,2026-09-11
20060419,5.46,2026-09-11
20060420,5.46,2026-09-11
20060421,5.39,2026-09-11
20060424,5.36,2026-09-11
20060425,5.38,2026-09-11
20060426,5.33,2026-09-11
20060427,5.33,2026-09-11
20060428,5.25,2026-09-11
20060502,5.26,2026-09-11
20060503,5.27,2026-09-11
20060504,5.22,2026-09-11
20060508,5.22,2026-09-11
20060509,5.22,2026-09-11
20060510,5.23,2026-09-11
20060511,5.17,2026-09-11
20060512,5.17,2026-09-11
20060515,5.23,2026-09-11
20060516,5.23,2026-09-11
20060517,5.21,2026-09-11
20060518,5.2,2026-09-11
20060519,5.16,2026-09-11
20060522,5.17,2026-09-11
20060523,5.2,2026-09-11
20060524,5.19,2026-09-11
20060525,5.18,2026-09-11
20060526,5.19,2026-09-11
20060529,5.18,2026-09-11
20060530,5.15,2026-09-11
20060601,5.14,2026-09-11
20060602,5.17,2026-09-11
20060605,5.17,2026-09-11
20060607,5.19,2026-09-11
20060608,5.18,2026-09-11
20060609,5.17,2026-09-11
20060612,5.19,2026-09-11
20060613,5.19,2026-09-11
20060614,5.21,2026-09-11
20060615,5.25,2026-09-11
20060616,5.25,2026-09-11
20060619,5.3,2026-09-11
20060620,5.31,2026-09-11
20060621,5.29,2026-09-11
20060622,5.3,2026-09-11
20060623,5.36,2026-09-11
20060626,5.34,2026-09-11
20060627,5.34,2026-09-11
20060628,5.34,2026-09-11
20060629,5.3,2026-09-11
20060630,5.2,2026-09-11
20060703,5.19,2026-09-11
20060704,5.18,2026-09-11
20060705,5.17,2026-09-11
20060706,5.18,2026-09-11
20060707,5.25,2026-09-11
20060710,5.26,2026-09-11
20060711,5.22,2026-09-11
20060712,5.22,2026-09-11
20060713,5.2,2026-09-11
20060714,5.19,2026-09-11
20060718,5.15,2026-09-11
20060719,5.15,2026-09-11
20060720,5.12,2026-09-11
20060721,5.12,2026-09-11
20060724,5.12,2026-09-11
20060725,5.13,2026-09-11
20060726,5.12,2026-09-11
20060727,5.1,2026-09-11
20060728,5.08,2026-09-11
20060731,5.05,2026-09-11
20060801,4.97,2026-09-11
20060802,4.98,2026-09-11
20060803,4.98,2026-09-11
20060804,5,2026-09-11
20060807,4.99,2026-09-11
20060808,4.96,2026-09-11
20060809,4.96,2026-09-11
20060810,4.98,2026-09-11
20060811,4.88,2026-09-11
20060814,4.94,2026-09-11
20060816,4.95,2026-09-11
20060817,4.89,2026-09-11
20060818,4.88,2026-09-11
20060821,4.9,2026-09-11
20060822,4.9,2026-09-11
20060823,4.88,2026-09-11
20060824,4.91,2026-09-11
20060825,4.9,2026-09-11
20060828,4.91,2026-09-11
20060829,4.93,2026-09-11
20060830,4.96,2026-09-11
20060831,4.96,2026-09-11
20060901,4.9,2026-09-11
20060904,4.89,2026-09-11
20060905,4.91,2026-09-11
20060906,4.96,2026-09-11
20060907,4.9,2026-09-11
20060908,4.9,2026-09-11
20060911,4.91,2026-09-11
20060912,4.91,2026-09-11
20060913,4.9,2026-09-11
20060914,4.91,2026-09-11
20060915,4.91,2026-09-11
20060918,4.94,2026-09-11
20060919,4.94,2026-09-11
20060920,4.9,2026-09-11
20060921,4.89,2026-09-11
20060922,4.85,2026-09-11
20060925,4.87,2026-09-11
20060926,4.86,2026-09-11
20060927,4.84,2026-09-11
20060928,4.83,2026-09-11
20060929,4.73,2026-09-11
20061002,4.75,2026-09-11
20061004,4.72,2026-09-11
20061009,4.73,2026-09-11
20061010,4.72,2026-09-11
20061011,4.76,2026-09-11
20061012,4.77,2026-09-11
20061013,4.79,2026-09-11
20061016,4.81,2026-09-11
20061017,4.79,2026-09-11
20061018,4.79,2026-09-11
20061019,4.75,2026-09-11
20061020,4.75,2026-09-11
20061023,4.78,2026-09-11
20061024,4.85,2026-09-11
20061025,4.85,2026-09-11
20061026,4.83,2026-09-11
20061027,4.84,2026-09-11
20061030,4.9,2026-09-11
20061031,4.91,2026-09-11
20061101,4.87,2026-09-11
20061102,4.81,2026-09-11
20061103,4.81,2026-09-11
20061106,4.92,2026-09-11
20061107,4.93,2026-09-11
20061108,4.97,2026-09-11
20061109,4.87,2026-09-11
20061110,4.85,2026-09-11
20061113,4.87,2026-09-11
20061114,4.9,2026-09-11
20061115,4.88,2026-09-11
20061116,4.88,2026-09-11
20061117,4.89,2026-09-11
20061120,4.87,2026-09-11
20061121,4.91,2026-09-11
20061122,4.91,2026-09-11
20061123,4.95,2026-09-11
20061124,4.95,2026-09-11
20061127,4.95,2026-09-11
20061128,4.97,2026-09-11
20061129,4.98,2026-09-11
20061130,4.98,2026-09-11
20061201,4.97,2026-09-11
20061204,4.94,2026-09-11
20061205,4.88,2026-09-11
20061206,4.84,2026-09-11
20061207,4.83,2026-09-11
20061208,4.86,2026-09-11
20061211,4.93,2026-09-11
20061212,4.89,2026-09-11
20061213,4.89,2026-09-11
20061214,4.94,2026-09-11
20061215,4.94,2026-09-11
20061218,4.96,2026-09-11
20061219,4.96,2026-09-11
20061220,4.99,2026-09-11
20061221,4.98,2026-09-11
20061222,5,2026-09-11
20061226,5.09,2026-09-11
20061227,5.07,2026-09-11
20061228,5.06,2026-09-11
20061229,5.06,2026-09-11
20070102,5.06,2026-09-11
20070103,5.02,2026-09-11
20070104,5.03,2026-09-11
20070105,5,2026-09-11
20070108,5,2026-09-11
20070109,4.98,2026-09-11
20070110,4.97,2026-09-11
20070111,4.98,2026-09-11
20070112,5.02,2026-09-11
20070115,5.03,2026-09-11
20070116,5.04,2026-09-11
20070117,5.04,2026-09-11
20070118,5.07,2026-09-11
20070119,5.05,2026-09-11
20070122,5.06,2026-09-11
20070123,5.07,2026-09-11
20070124,5.1,2026-09-11
20070125,5.09,2026-09-11
20070126,5.1,2026-09-11
20070129,5.08,2026-09-11
20070130,5.07,2026-09-11
20070131,5.06,2026-09-11
20070201,5.03,2026-09-11
20070202,5.13,2026-09-11
20070205,5.16,2026-09-11
20070206,5.1,2026-09-11
20070207,5.05,2026-09-11
20070208,5.02,2026-09-11
20070209,5.01,2026-09-11
20070212,5.01,2026-09-11
20070213,5.02,2026-09-11
20070214,5,2026-09-11
20070215,4.95,2026-09-11
20070216,4.95,2026-09-11
20070220,4.99,2026-09-11
20070221,4.96,2026-09-11
20070222,4.95,2026-09-11
20070223,4.95,2026-09-11
20070226,4.94,2026-09-11
20070227,4.96,2026-09-11
20070228,4.96,2026-09-11
20070302,4.96,2026-09-11
20070305,4.94,2026-09-11
20070306,4.96,2026-09-11
20070307,4.92,2026-09-11
20070308,4.93,2026-09-11
20070309,4.93,2026-09-11
20070312,4.96,2026-09-11
20070313,4.97,2026-09-11
20070314,4.94,2026-09-11
20070315,4.95,2026-09-11
20070316,4.93,2026-09-11
20070319,4.94,2026-09-11
20070320,4.94,2026-09-11
20070321,4.93,2026-09-11
20070322,4.93,2026-09-11
20070323,4.94,2026-09-11
20070326,4.94,2026-09-11
20070327,4.94,2026-09-11
20070328,4.92,2026-09-11
20070329,4.93,2026-09-11
20070330,4.93,2026-09-11
20070402,4.95,2026-09-11
20070403,4.97,2026-09-11
20070404,4.98,2026-09-11
20070405,4.97,2026-09-11
20070406,4.98,2026-09-11
20070409,5.06,2026-09-11
20070410,5.07,2026-09-11
20070411,5.08,2026-09-11
20070412,5.09,2026-09-11
20070413,5.11,2026-09-11
20070416,5.12,2026-09-11
20070417,5.1,2026-09-11
20070418,5.08,2026-09-11
20070419,5.08,2026-09-11
20070420,5.15,2026-09-11
20070423,5.12,2026-09-11
20070424,5.11,2026-09-11
20070425,5.11,2026-09-11
20070426,5.12,2026-09-11
20070427,5.13,2026-09-11
20070430,5.15,2026-09-11
20070502,5.12,2026-09-11
20070503,5.1,2026-09-11
20070504,5.1,2026-09-11
20070507,5.12,2026-09-11
20070508,5.15,2026-09-11
20070509,5.18,2026-09-11
20070510,5.19,2026-09-11
20070511,5.18,2026-09-11
20070514,5.19,2026-09-11
20070515,5.19,2026-09-11
20070516,5.19,2026-09-11
20070517,5.23,2026-09-11
20070518,5.26,2026-09-11
20070521,5.26,2026-09-11
20070522,5.26,2026-09-11
20070523,5.29,2026-09-11
20070525,5.3,2026-09-11
20070528,5.3,2026-09-11
20070529,5.29,2026-09-11
20070530,5.32,2026-09-11
20070531,5.32,2026-09-11
20070601,5.3,2026-09-11
20070604,5.29,2026-09-11
20070605,5.3,2026-09-11
20070607,5.35,2026-09-11
20070608,5.44,2026-09-11
20070611,5.46,2026-09-11
20070612,5.5,2026-09-11
20070613,5.5,2026-09-11
20070614,5.49,2026-09-11
20070615,5.49,2026-09-11
20070618,5.49,2026-09-11
20070619,5.49,2026-09-11
20070620,5.53,2026-09-11
20070621,5.65,2026-09-11
20070622,5.62,2026-09-11
20070625,5.58,2026-09-11
20070626,5.59,2026-09-11
20070627,5.53,2026-09-11
20070628,5.48,2026-09-11
20070629,5.51,2026-09-11
20070702,5.53,2026-09-11
20070703,5.54,2026-09-11
20070704,5.56,2026-09-11
20070705,5.59,2026-09-11
20070706,5.57,2026-09-11
20070709,5.55,2026-09-11
20070710,5.55,2026-09-11
20070711,5.48,2026-09-11
20070712,5.55,2026-09-11
20070713,5.58,2026-09-11
20070716,5.59,2026-09-11
20070718,5.56,2026-09-11
20070719,5.56,2026-09-11
20070720,5.57,2026-09-11
20070723,5.54,2026-09-11
20070724,5.56,2026-09-11
20070725,5.5,2026-09-11
20070726,5.45,2026-09-11
20070727,5.38,2026-09-11
20070730,5.41,2026-09-11
20070731,5.37,2026-09-11
20070801,5.31,2026-09-11
20070802,5.34,2026-09-11
20070803,5.34,2026-09-11
20070806,5.34,2026-09-11
20070807,5.38,2026-09-11
20070808,5.42,2026-09-11
20070809,5.47,2026-09-11
20070810,5.36,2026-09-11
20070813,5.39,2026-09-11
20070814,5.4,2026-09-11
20070816,5.34,2026-09-11
20070817,5.34,2026-09-11
20070820,5.38,2026-09-11
20070821,5.38,2026-09-11
20070822,5.42,2026-09-11
20070823,5.45,2026-09-11
20070824,5.45,2026-09-11
20070827,5.49,2026-09-11
20070828,5.53,2026-09-11
20070829,5.55,2026-09-11
20070830,5.52,2026-09-11
20070831,5.57,2026-09-11
20070903,5.58,2026-09-11
20070904,5.56,2026-09-11
20070905,5.55,2026-09-11
20070906,5.55,2026-09-11
20070907,5.5,2026-09-11
20070910,5.44,2026-09-11
20070911,5.48,2026-09-11
20070912,5.46,2026-09-11
20070913,5.46,2026-09-11
20070914,5.49,2026-09-11
20070917,5.5,2026-09-11
20070918,5.48,2026-09-11
20070919,5.5,2026-09-11
20070920,5.53,2026-09-11
20070921,5.57,2026-09-11
20070927,5.6,2026-09-11
20070928,5.6,2026-09-11
20071001,5.61,2026-09-11
20071002,5.61,2026-09-11
20071004,5.58,2026-09-11
20071005,5.55,2026-09-11
20071008,5.57,2026-09-11
20071009,5.6,2026-09-11
20071010,5.6,2026-09-11
20071011,5.61,2026-09-11
20071012,5.61,2026-09-11
20071015,5.64,2026-09-11
20071016,5.61,2026-09-11
20071017,5.58,2026-09-11
20071018,5.6,2026-09-11
20071019,5.55,2026-09-11
20071022,5.48,2026-09-11
20071023,5.49,2026-09-11
20071024,5.46,2026-09-11
20071025,5.5,2026-09-11
20071026,5.51,2026-09-11
20071029,5.52,2026-09-11
20071030,5.54,2026-09-11
20071031,5.56,2026-09-11
20071101,5.59,2026-09-11
20071102,5.54,2026-09-11
20071105,5.55,2026-09-11
20071106,5.54,2026-09-11
20071107,5.5,2026-09-11
20071108,5.42,2026-09-11
20071109,5.43,2026-09-11
20071112,5.47,2026-09-11
20071113,5.46,2026-09-11
20071114,5.49,2026-09-11
20071115,5.5,2026-09-11
20071116,5.53,2026-09-11
20071119,5.62,2026-09-11
20071120,5.65,2026-09-11
20071121,5.75,2026-09-11
20071122,5.75,2026-09-11
20071123,5.72,2026-09-11
20071126,5.72,2026-09-11
20071127,5.72,2026-09-11
20071128,5.87,2026-09-11
20071129,5.9,2026-09-11
20071130,5.69,2026-09-11
20071203,5.69,2026-09-11
20071204,5.77,2026-09-11
20071205,5.9,2026-09-11
20071206,5.9,2026-09-11
20071207,6,2026-09-11
20071210,6,2026-09-11
20071211,5.99,2026-09-11
20071212,5.94,2026-09-11
20071213,5.82,2026-09-11
20071214,5.82,2026-09-11
20071217,5.8,2026-09-11
20071218,5.8,2026-09-11
20071220,5.76,2026-09-11
20071221,5.76,2026-09-11
20071224,5.78,2026-09-11
20071226,5.75,2026-09-11
20071227,5.7,2026-09-11
20071228,5.7,2026-09-11
20071231,5.7,2026-09-11
20080102,5.81,2026-09-11
20080103,5.83,2026-09-11
20080104,5.83,2026-09-11
20080107,5.88,2026-09-11
20080108,5.99,2026-09-11
20080109,5.99,2026-09-11
20080110,5.89,2026-09-11
20080111,5.69,2026-09-11
20080114,5.71,2026-09-11
20080115,5.57,2026-09-11
20080116,5.45,2026-09-11
20080117,5.51,2026-09-11
20080118,5.43,2026-09-11
20080121,5.41,2026-09-11
20080122,5.41,2026-09-11
20080123,5.27,2026-09-11
20080124,5.31,2026-09-11
20080125,5.39,2026-09-11
20080128,5.24,2026-09-11
20080129,5.26,2026-09-11
20080130,5.27,2026-09-11
20080131,5.24,2026-09-11
20080201,5.25,2026-09-11
20080204,5.35,2026-09-11
20080205,5.33,2026-09-11
20080211,5.31,2026-09-11
20080212,5.28,2026-09-11
20080213,5.21,2026-09-11
20080214,5.21,2026-09-11
20080215,5.22,2026-09-11
20080218,5.22,2026-09-11
20080219,5.27,2026-09-11
20080220,5.25,2026-09-11
20080221,5.35,2026-09-11
20080222,5.3,2026-09-11
20080225,5.31,2026-09-11
20080226,5.32,2026-09-11
20080227,5.3,2026-09-11
20080228,5.28,2026-09-11
20080229,5.23,2026-09-11
20080303,5.19,2026-09-11
20080304,5.2,2026-09-11
20080305,5.19,2026-09-11
20080306,5.23,2026-09-11
20080307,5.27,2026-09-11
20080310,5.38,2026-09-11
20080311,5.36,2026-09-11
20080312,5.35,2026-09-11
20080313,5.44,2026-09-11
20080314,5.41,2026-09-11
20080317,5.48,2026-09-11
20080318,5.32,2026-09-11
20080319,5.46,2026-09-11
20080320,5.4,2026-09-11
20080321,5.4,2026-09-11
20080324,5.5,2026-09-11
20080325,5.48,2026-09-11
20080326,5.48,2026-09-11
20080327,5.37,2026-09-11
20080328,5.36,2026-09-11
20080331,5.29,2026-09-11
20080401,5.27,2026-09-11
20080402,5.24,2026-09-11
20080403,5.27,2026-09-11
20080404,5.27,2026-09-11
20080407,5.25,2026-09-11
20080408,5.19,2026-09-11
20080410,5.09,2026-09-11
20080411,5.12,2026-09-11
20080414,5.14,2026-09-11
20080415,5.13,2026-09-11
20080416,5.13,2026-09-11
20080417,5.14,2026-09-11
20080418,5.16,2026-09-11
20080421,5.16,2026-09-11
20080422,5.13,2026-09-11
20080423,5.16,2026-09-11
20080424,5.14,2026-09-11
20080425,5.16,2026-09-11
20080428,5.15,2026-09-11
20080429,5.15,2026-09-11
20080430,5.14,2026-09-11
20080502,5.16,2026-09-11
20080506,5.18,2026-09-11
20080507,5.22,2026-09-11
20080508,5.43,2026-09-11
20080509,5.42,2026-09-11
20080513,5.48,2026-09-11
20080514,5.45,2026-09-11
20080515,5.43,2026-09-11
20080516,5.49,2026-09-11
20080519,5.65,2026-09-11
20080520,5.55,2026-09-11
20080521,5.6,2026-09-11
20080522,5.57,2026-09-11
20080523,5.62,2026-09-11
20080526,5.65,2026-09-11
20080527,5.61,2026-09-11
20080528,5.61,2026-09-11
20080529,5.68,2026-09-11
20080530,5.7,2026-09-11
20080602,5.77,2026-09-11
20080603,5.77,2026-09-11
20080604,5.75,2026-09-11
20080605,5.74,2026-09-11
20080609,5.92,2026-09-11
20080610,6.01,2026-09-11
20080611,5.94,2026-09-11
20080612,5.93,2026-09-11
20080613,5.91,2026-09-11
20080616,5.87,2026-09-11
20080617,5.84,2026-09-11
20080618,5.86,2026-09-11
20080619,5.83,2026-09-11
20080620,5.88,2026-09-11
20080623,6.02,2026-09-11
20080624,6,2026-09-11
20080625,5.97,2026-09-11
20080626,5.9,2026-09-11
20080627,5.92,2026-09-11
